oare_id,genre,source,alignment_method
937e71fb-57c8-46c0-afbc-48f9429886e4,memo,sentences_oare_train,sentences_oare
937e71fb-57c8-46c0-afbc-48f9429886e4,memo,sentences_oare_train,sentences_oare
937e71fb-57c8-46c0-afbc-48f9429886e4,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
a753e885-08c0-49a2-9296-1c2d0e244c0b,memo,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
d9058197-10a1-4a9f-b722-74d11f358762,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
cc42fcaa-8516-4192-9424-badfedca6a62,unknown,sentences_oare_train,sentences_oare
26f6b7ad-6ef2-4fed-91ec-a35c348823d9,unknown,sentences_oare_train,sentences_oare
26f6b7ad-6ef2-4fed-91ec-a35c348823d9,unknown,sentences_oare_train,sentences_oare
26f6b7ad-6ef2-4fed-91ec-a35c348823d9,unknown,sentences_oare_train,sentences_oare
26f6b7ad-6ef2-4fed-91ec-a35c348823d9,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
f352e4ba-65ff-43bf-88ce-8e3e073943be,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
0126cd13-acf7-4cd5-8373-f1e7b54d824e,unknown,sentences_oare_train,sentences_oare
34cf31fc-cc3f-4503-aeca-47f54800c6dc,unknown,sentences_oare_train,sentences_oare
34cf31fc-cc3f-4503-aeca-47f54800c6dc,unknown,sentences_oare_train,sentences_oare
e20a13b7-d098-4d9f-9675-2eae5c4f9aad,unknown,sentences_oare_train,sentences_oare
e20a13b7-d098-4d9f-9675-2eae5c4f9aad,unknown,sentences_oare_train,sentences_oare
e20a13b7-d098-4d9f-9675-2eae5c4f9aad,unknown,sentences_oare_train,sentences_oare
e20a13b7-d098-4d9f-9675-2eae5c4f9aad,unknown,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
925079ae-f92f-4ad7-b1d6-7607f1fcbda3,letter,sentences_oare_train,sentences_oare
9eb538c4-3cd9-4a78-8efc-36ebab50d970,letter,sentences_oare_train,sentences_oare
9eb538c4-3cd9-4a78-8efc-36ebab50d970,letter,sentences_oare_train,sentences_oare
9eb538c4-3cd9-4a78-8efc-36ebab50d970,letter,sentences_oare_train,sentences_oare
9eb538c4-3cd9-4a78-8efc-36ebab50d970,letter,sentences_oare_train,sentences_oare
9eb538c4-3cd9-4a78-8efc-36ebab50d970,letter,sentences_oare_train,sentences_oare
9eb538c4-3cd9-4a78-8efc-36ebab50d970,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
4e6a85fb-f9be-4743-a549-8fd3709d141e,letter,sentences_oare_train,sentences_oare
15a85aae-a70f-43ca-8af1-f8cd24aaae60,unknown,sentences_oare_train,sentences_oare
15a85aae-a70f-43ca-8af1-f8cd24aaae60,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,unknown,sentences_oare_train,sentences_oare
0e330375-456e-4955-a1a5-083183efa458,unknown,sentences_oare_train,sentences_oare
76214fc1-7b69-4668-98fd-201fb9fe8f8e,unknown,sentences_oare_train,sentences_oare
76214fc1-7b69-4668-98fd-201fb9fe8f8e,unknown,sentences_oare_train,sentences_oare
76214fc1-7b69-4668-98fd-201fb9fe8f8e,unknown,sentences_oare_train,sentences_oare
d290a525-1284-44b3-b12f-e222484dcc44,unknown,sentences_oare_train,sentences_oare
ff43a284-3d67-4238-8b4a-9b6cb7531e0a,unknown,sentences_oare_train,sentences_oare
ff43a284-3d67-4238-8b4a-9b6cb7531e0a,unknown,sentences_oare_train,sentences_oare
1eacdd31-34bc-467a-8f21-3f23fffce832,memo,sentences_oare_train,sentences_oare
1eacdd31-34bc-467a-8f21-3f23fffce832,memo,sentences_oare_train,sentences_oare
84fa53b6-5d15-47e6-a61e-8d1fb306cafe,memo,sentences_oare_train,sentences_oare
84fa53b6-5d15-47e6-a61e-8d1fb306cafe,memo,sentences_oare_train,sentences_oare
84fa53b6-5d15-47e6-a61e-8d1fb306cafe,memo,sentences_oare_train,sentences_oare
84fa53b6-5d15-47e6-a61e-8d1fb306cafe,memo,sentences_oare_train,sentences_oare
bc569fa1-ce83-4a7e-9deb-2cb2f83ad027,unknown,sentences_oare_train,sentences_oare
bc569fa1-ce83-4a7e-9deb-2cb2f83ad027,unknown,sentences_oare_train,sentences_oare
bc569fa1-ce83-4a7e-9deb-2cb2f83ad027,unknown,sentences_oare_train,sentences_oare
bc569fa1-ce83-4a7e-9deb-2cb2f83ad027,unknown,sentences_oare_train,sentences_oare
4cce0418-d5ac-4331-9793-a99d9efe2fce,unknown,sentences_oare_train,sentences_oare
4cce0418-d5ac-4331-9793-a99d9efe2fce,unknown,sentences_oare_train,sentences_oare
4cce0418-d5ac-4331-9793-a99d9efe2fce,unknown,sentences_oare_train,sentences_oare
4cce0418-d5ac-4331-9793-a99d9efe2fce,unknown,sentences_oare_train,sentences_oare
583bdccb-f2e5-4879-8f12-e63ade2e9fb5,unknown,sentences_oare_train,sentences_oare
583bdccb-f2e5-4879-8f12-e63ade2e9fb5,unknown,sentences_oare_train,sentences_oare
6e48d9bc-0fd2-4499-9586-2ab402003260,unknown,sentences_oare_train,sentences_oare
6e48d9bc-0fd2-4499-9586-2ab402003260,unknown,sentences_oare_train,sentences_oare
842f390f-7848-46b8-b9c1-86cadb3ee753,unknown,sentences_oare_train,sentences_oare
842f390f-7848-46b8-b9c1-86cadb3ee753,unknown,sentences_oare_train,sentences_oare
842f390f-7848-46b8-b9c1-86cadb3ee753,unknown,sentences_oare_train,sentences_oare
38aa816b-fec2-4c91-8994-1d05a2f2b28a,unknown,sentences_oare_train,sentences_oare
38aa816b-fec2-4c91-8994-1d05a2f2b28a,unknown,sentences_oare_train,sentences_oare
38aa816b-fec2-4c91-8994-1d05a2f2b28a,unknown,sentences_oare_train,sentences_oare
38aa816b-fec2-4c91-8994-1d05a2f2b28a,unknown,sentences_oare_train,sentences_oare
38aa816b-fec2-4c91-8994-1d05a2f2b28a,unknown,sentences_oare_train,sentences_oare
38aa816b-fec2-4c91-8994-1d05a2f2b28a,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
5de3fb43-3fcf-43cf-995e-423a7ad48bf0,unknown,sentences_oare_train,sentences_oare
02f0ecc7-746b-449d-803c-c05ebbda2336,unknown,sentences_oare_train,sentences_oare
8154fdaf-852f-4fdb-a932-fdb598e4ac91,unknown,sentences_oare_train,sentences_oare
8154fdaf-852f-4fdb-a932-fdb598e4ac91,unknown,sentences_oare_train,sentences_oare
8154fdaf-852f-4fdb-a932-fdb598e4ac91,unknown,sentences_oare_train,sentences_oare
5a172055-735c-4baf-91fd-b0a571f754f2,unknown,sentences_oare_train,sentences_oare
5a172055-735c-4baf-91fd-b0a571f754f2,unknown,sentences_oare_train,sentences_oare
b56177e7-367e-44cc-af40-a8ef9295b2b3,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
5d7e30a7-5d51-4ca5-bced-677f1391e719,unknown,sentences_oare_train,sentences_oare
6131d12a-0906-4306-95a3-e0ea57efaac4,unknown,sentences_oare_train,sentences_oare
6131d12a-0906-4306-95a3-e0ea57efaac4,unknown,sentences_oare_train,sentences_oare
4359bb9c-25a6-4c10-98df-e9166adea494,unknown,sentences_oare_train,sentences_oare
4359bb9c-25a6-4c10-98df-e9166adea494,unknown,sentences_oare_train,sentences_oare
b575f2c1-e228-4afe-a720-65f70fc7e639,unknown,sentences_oare_train,sentences_oare
b575f2c1-e228-4afe-a720-65f70fc7e639,unknown,sentences_oare_train,sentences_oare
ae3c9a62-b6cf-4613-b686-d724bb6e0001,unknown,sentences_oare_train,sentences_oare
ae3c9a62-b6cf-4613-b686-d724bb6e0001,unknown,sentences_oare_train,sentences_oare
ae3c9a62-b6cf-4613-b686-d724bb6e0001,unknown,sentences_oare_train,sentences_oare
b1448360-1805-4f54-a1d4-c113cb0d7d58,unknown,sentences_oare_train,sentences_oare
b1448360-1805-4f54-a1d4-c113cb0d7d58,unknown,sentences_oare_train,sentences_oare
b1448360-1805-4f54-a1d4-c113cb0d7d58,unknown,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
2ab54625-1599-4175-ae15-6cdd90b0d960,memo,sentences_oare_train,sentences_oare
a1d9a827-0894-4474-9075-9cf1ebbb9d43,unknown,sentences_oare_train,sentences_oare
a1d9a827-0894-4474-9075-9cf1ebbb9d43,unknown,sentences_oare_train,sentences_oare
54364e47-54dc-4022-9c48-9006a2fe1b53,unknown,sentences_oare_train,sentences_oare
8a90751c-e892-4b7a-8524-e9afa2120730,letter,sentences_oare_train,sentences_oare
8a90751c-e892-4b7a-8524-e9afa2120730,letter,sentences_oare_train,sentences_oare
8a90751c-e892-4b7a-8524-e9afa2120730,letter,sentences_oare_train,sentences_oare
8a90751c-e892-4b7a-8524-e9afa2120730,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
60ef4f11-37a2-418e-83d2-94b993c03f71,letter,sentences_oare_train,sentences_oare
b177c15d-0dd5-45fb-bc52-e77f493090f9,unknown,sentences_oare_train,sentences_oare
b177c15d-0dd5-45fb-bc52-e77f493090f9,unknown,sentences_oare_train,sentences_oare
b177c15d-0dd5-45fb-bc52-e77f493090f9,unknown,sentences_oare_train,sentences_oare
b177c15d-0dd5-45fb-bc52-e77f493090f9,unknown,sentences_oare_train,sentences_oare
b177c15d-0dd5-45fb-bc52-e77f493090f9,unknown,sentences_oare_train,sentences_oare
b177c15d-0dd5-45fb-bc52-e77f493090f9,unknown,sentences_oare_train,sentences_oare
3d3f904f-5ce0-46dd-815c-e36d32e67396,note,sentences_oare_train,sentences_oare
3d3f904f-5ce0-46dd-815c-e36d32e67396,note,sentences_oare_train,sentences_oare
3d3f904f-5ce0-46dd-815c-e36d32e67396,note,sentences_oare_train,sentences_oare
1c4c71a9-8eb1-4f48-a035-9705450b8968,letter,sentences_oare_train,sentences_oare
1c4c71a9-8eb1-4f48-a035-9705450b8968,letter,sentences_oare_train,sentences_oare
1c4c71a9-8eb1-4f48-a035-9705450b8968,letter,sentences_oare_train,sentences_oare
1c4c71a9-8eb1-4f48-a035-9705450b8968,letter,sentences_oare_train,sentences_oare
1c4c71a9-8eb1-4f48-a035-9705450b8968,letter,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,administrative regulation,sentences_oare_train,sentences_oare
e850cbbe-2e7b-45ff-b921-6a3421331c08,unknown,sentences_oare_train,sentences_oare
e850cbbe-2e7b-45ff-b921-6a3421331c08,unknown,sentences_oare_train,sentences_oare
e850cbbe-2e7b-45ff-b921-6a3421331c08,unknown,sentences_oare_train,sentences_oare
e850cbbe-2e7b-45ff-b921-6a3421331c08,unknown,sentences_oare_train,sentences_oare
a98af27f-70cc-4cb1-aaf0-b8e4bdff0764,note,sentences_oare_train,sentences_oare
a98af27f-70cc-4cb1-aaf0-b8e4bdff0764,note,sentences_oare_train,sentences_oare
a98af27f-70cc-4cb1-aaf0-b8e4bdff0764,note,sentences_oare_train,sentences_oare
a98af27f-70cc-4cb1-aaf0-b8e4bdff0764,note,sentences_oare_train,sentences_oare
803449c3-3581-4dbc-b973-a2a65254b224,unknown,sentences_oare_train,sentences_oare
803449c3-3581-4dbc-b973-a2a65254b224,unknown,sentences_oare_train,sentences_oare
803449c3-3581-4dbc-b973-a2a65254b224,unknown,sentences_oare_train,sentences_oare
803449c3-3581-4dbc-b973-a2a65254b224,unknown,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
e7591a56-60ec-429a-9ac0-7826240834db,letter,sentences_oare_train,sentences_oare
fd482abc-8de7-4157-88c4-f1a3e80f5a67,unknown,sentences_oare_train,sentences_oare
fd482abc-8de7-4157-88c4-f1a3e80f5a67,unknown,sentences_oare_train,sentences_oare
6fa9e677-2dcc-46a1-8bbf-3b87c4a8f2e2,unknown,sentences_oare_train,sentences_oare
6fa9e677-2dcc-46a1-8bbf-3b87c4a8f2e2,unknown,sentences_oare_train,sentences_oare
6fa9e677-2dcc-46a1-8bbf-3b87c4a8f2e2,unknown,sentences_oare_train,sentences_oare
8d0843f8-5ac2-4aa4-a470-231c11356b9f,debt note,sentences_oare_train,sentences_oare
8d0843f8-5ac2-4aa4-a470-231c11356b9f,debt note,sentences_oare_train,sentences_oare
8d0843f8-5ac2-4aa4-a470-231c11356b9f,debt note,sentences_oare_train,sentences_oare
8d0843f8-5ac2-4aa4-a470-231c11356b9f,debt note,sentences_oare_train,sentences_oare
8d0843f8-5ac2-4aa4-a470-231c11356b9f,debt note,sentences_oare_train,sentences_oare
8d0843f8-5ac2-4aa4-a470-231c11356b9f,debt note,sentences_oare_train,sentences_oare
2fadf172-9737-4b63-ba21-6248bc896588,unknown,sentences_oare_train,sentences_oare
2fadf172-9737-4b63-ba21-6248bc896588,unknown,sentences_oare_train,sentences_oare
2fadf172-9737-4b63-ba21-6248bc896588,unknown,sentences_oare_train,sentences_oare
60df6072-d6c2-4c92-8644-7d9938aeb3d6,debt note,sentences_oare_train,sentences_oare
60df6072-d6c2-4c92-8644-7d9938aeb3d6,debt note,sentences_oare_train,sentences_oare
60df6072-d6c2-4c92-8644-7d9938aeb3d6,debt note,sentences_oare_train,sentences_oare
6e81bb53-74f5-42cc-8e63-26acc396a6cd,unknown,sentences_oare_train,sentences_oare
6e81bb53-74f5-42cc-8e63-26acc396a6cd,unknown,sentences_oare_train,sentences_oare
6e81bb53-74f5-42cc-8e63-26acc396a6cd,unknown,sentences_oare_train,sentences_oare
99923b12-2acd-4eb4-9e1a-56b85c475a76,administrative regulation,sentences_oare_train,sentences_oare
